age,canton,situation_maritale,nombre_enfants,taux_occupation,salaire_mensuel,loyer_mensuel,depenses_vitales,depenses_loisirs,a_credit,montant_credit_mensuel,score_sante_financiere,santé_financière
54,BE,divorcé,2,100,8119,3562,2829,1664,oui,2149,7,mauvaise
44,SO,célibataire,0,50,3885,1074,955,485,non,0,100,bonne
61,UR,célibataire,0,80,5080,1487,1359,656,non,0,100,bonne
27,TI,marié,1,100,6261,2077,1845,1077,non,0,89,moyenne
33,TI,divorcé,0,100,6235,3578,2475,2172,oui,2441,0,très_mauvaise
65,AI,célibataire,0,100,7212,1377,1205,896,non,0,100,très_bonne
63,TI,célibataire,0,100,6752,3080,2891,1260,oui,1255,18,mauvaise
50,UR,célibataire,0,50,3399,995,759,570,oui,482,75,bonne
26,ZH,célibataire,1,80,6714,3983,3835,1387,oui,2175,0,très_mauvaise
47,JU,célibataire,0,100,7198,2686,2077,1786,oui,1531,28,mauvaise
47,NE,marié,2,80,6210,1809,1828,1141,non,0,96,moyenne
45,AG,célibataire,0,50,3145,1803,1261,798,oui,1312,0,très_mauvaise
40,BE,marié,1,100,8096,3018,3195,2266,oui,1499,24,mauvaise
33,ZG,célibataire,1,100,8553,3866,3426,1722,oui,1725,14,mauvaise
37,VS,célibataire,0,80,5184,1277,1093,656,non,0,100,très_bonne
52,GE,marié,1,50,3963,1545,1127,498,non,0,75,bonne
51,BL,marié,0,100,10062,2959,2776,1691,non,0,100,bonne
41,GR,célibataire,0,80,6733,1974,1779,1033,oui,884,88,bonne
62,AI,marié,0,80,6451,2452,1939,1596,oui,1744,13,mauvaise
60,AI,célibataire,1,100,7516,2152,1590,954,oui,751,100,bonne
25,GE,marié,1,80,6147,2523,1660,753,non,0,85,bonne
42,FR,marié,1,50,4041,1301,1269,799,oui,656,69,moyenne
33,ZG,divorcé,0,100,9552,5256,4016,2129,oui,2087,8,mauvaise
37,SO,marié,2,100,7799,2861,2818,2140,oui,1992,9,mauvaise
64,GE,marié,2,100,10988,6007,4187,2369,oui,2760,0,mauvaise
39,JU,marié,2,100,7162,2448,2565,1473,oui,1987,13,mauvaise
28,JU,célibataire,1,100,5919,2362,2856,1502,oui,1830,0,très_mauvaise
57,UR,marié,0,100,8895,2299,2070,1415,oui,1228,92,bonne
48,FR,célibataire,0,100,7165,2667,2634,1758,oui,1393,20,mauvaise
60,LU,marié,2,100,9229,2978,2707,1069,non,0,100,bonne
65,OW,célibataire,0,80,5698,1803,1670,1028,non,0,89,mauvaise
34,LU,veuf,0,100,7659,2621,2536,1600,oui,1381,50,moyenne
60,ZG,célibataire,0,100,9549,6154,5370,2526,non,0,18,très_mauvaise
44,LU,divorcé,1,100,8833,4098,3862,2699,oui,2460,0,très_mauvaise
65,GR,marié,1,80,6528,2325,2186,1645,oui,1461,28,mauvaise
35,GL,célibataire,0,100,7385,2547,2480,1886,oui,1946,21,mauvaise
36,VD,célibataire,0,100,8543,3905,3777,1893,non,0,34,mauvaise
42,GL,divorcé,1,80,6746,1210,975,654,non,0,100,très_bonne
54,AR,célibataire,0,100,8990,3746,4378,3121,oui,2471,0,très_mauvaise
61,BL,célibataire,0,100,10036,3528,3067,1485,non,0,96,moyenne
44,NW,célibataire,0,100,8999,3202,2713,2056,oui,2063,32,mauvaise
49,AG,divorcé,2,100,9009,3465,3326,2116,oui,2493,13,mauvaise
36,GL,célibataire,0,100,6575,1470,1797,1090,non,0,100,bonne
45,FR,célibataire,1,100,6277,1067,1272,546,oui,531,100,très_bonne
49,SG,divorcé,1,100,6997,1897,1747,954,non,0,100,bonne
35,ZH,divorcé,0,100,8559,2394,1697,761,oui,379,100,très_bonne
33,BL,célibataire,1,80,7152,4776,3674,1475,oui,2737,0,très_mauvaise
49,JU,divorcé,2,80,6072,1907,2085,1480,oui,1531,21,mauvaise
59,BL,célibataire,0,80,6478,1698,1282,795,non,0,100,très_bonne
56,NE,célibataire,0,100,9160,3048,2553,2007,oui,1394,76,moyenne
38,AI,marié,3,100,7937,2068,2071,1105,non,0,100,bonne
25,ZG,marié,2,100,8427,5046,3231,2268,oui,1538,4,mauvaise
41,FR,célibataire,0,100,8948,3739,2708,1953,non,0,62,mauvaise
49,OW,célibataire,0,100,7544,4070,3234,2425,oui,2004,0,très_mauvaise
32,SZ,célibataire,0,100,7072,1437,1709,957,non,0,100,très_bonne
29,BE,marié,0,80,5552,1410,1127,714,non,0,100,très_bonne
29,SO,divorcé,2,100,7080,1678,1283,838,non,0,100,très_bonne
65,ZG,célibataire,0,100,9613,4498,3435,1802,oui,1222,31,moyenne
59,OW,marié,0,100,8547,2914,3028,2314,non,0,72,mauvaise
43,GL,célibataire,0,100,7697,2111,2205,1308,non,0,100,moyenne
47,ZG,marié,2,100,10321,4807,3114,1752,oui,1393,39,moyenne
33,ZG,célibataire,0,80,6967,2855,2340,1294,non,0,66,moyenne
54,GL,marié,1,80,5981,1799,1872,1042,oui,1036,69,moyenne
40,BS,célibataire,1,100,7665,2553,2221,1242,non,0,93,moyenne
57,JU,divorcé,2,80,5496,1475,1278,624,non,0,100,bonne
26,GL,célibataire,1,80,6309,1474,1563,802,non,0,100,bonne
38,LU,marié,1,80,6501,1719,1201,619,non,0,100,très_bonne
25,BL,marié,1,50,4315,1646,1422,1027,oui,1048,28,mauvaise
50,AG,marié,0,100,8341,3614,3300,2195,non,0,34,mauvaise
49,BE,célibataire,0,100,8629,3256,3712,2413,oui,2072,24,mauvaise
40,SG,marié,1,100,7171,2179,2344,1176,oui,999,69,moyenne
39,AI,marié,1,100,7266,1747,1711,1049,non,0,100,bonne
50,UR,marié,3,80,4959,1252,1305,643,non,0,100,bonne
40,GR,célibataire,0,80,5543,1347,1388,611,non,0,100,très_bonne
38,SH,marié,0,100,7294,3044,2281,1853,oui,1774,18,mauvaise
53,BE,divorcé,2,100,9327,3096,3357,1983,oui,1503,41,moyenne
48,BL,célibataire,0,80,6277,2498,2305,1147,oui,1077,33,moyenne
39,TI,marié,2,100,6083,1860,1792,765,oui,805,76,bonne
43,TG,marié,2,80,7185,1689,1636,845,oui,609,100,bonne
32,SG,célibataire,0,80,5472,1651,1476,878,non,0,96,moyenne
58,AR,célibataire,0,50,4238,1415,1091,627,oui,675,83,moyenne
26,GE,divorcé,0,100,8797,3705,3342,1363,oui,1523,27,moyenne
51,TG,célibataire,0,100,9327,2801,2030,1575,oui,1159,89,bonne
34,SZ,marié,0,80,6038,3898,2943,2002,oui,2167,0,très_mauvaise
59,NW,marié,4,100,8417,2718,2363,1182,non,0,100,moyenne
47,GR,célibataire,0,100,8374,2691,2536,1021,oui,1195,80,bonne
32,NE,célibataire,0,100,8410,3040,2633,2227,non,0,72,mauvaise
52,SO,divorcé,2,50,3785,1163,1045,482,oui,361,82,bonne
47,GR,marié,2,80,6214,1746,1880,838,oui,556,95,bonne
28,JU,célibataire,0,80,6316,1888,2067,1364,non,0,83,moyenne
38,SZ,célibataire,1,100,9695,4749,3812,2667,non,0,38,mauvaise
53,BL,marié,1,100,9382,2654,2339,965,non,0,100,très_bonne
25,GR,marié,2,80,4677,2844,1739,1476,oui,1540,0,très_mauvaise
28,BE,marié,3,100,6276,1957,1878,1236,oui,1102,69,moyenne
56,TG,divorcé,2,100,9695,2544,2801,1112,oui,1240,96,bonne
57,UR,marié,3,100,6884,1974,1930,1335,oui,1020,76,moyenne
50,BL,divorcé,1,100,10230,5405,5248,3382,oui,3929,0,très_mauvaise
41,NE,marié,2,100,9150,2519,2202,1253,non,0,100,bonne
63,AI,célibataire,1,100,6717,1057,1045,604,oui,480,100,très_bonne
47,OW,marié,2,80,6160,1821,1539,1328,non,0,95,moyenne
56,JU,marié,1,80,5186,1374,1099,696,non,0,100,bonne
39,GL,célibataire,0,100,7248,1907,2304,1057,oui,1167,83,moyenne
37,AI,célibataire,0,100,7891,2673,2173,1509,oui,997,80,moyenne
26,BL,marié,4,100,8532,4968,4175,2139,non,0,14,très_mauvaise
43,VS,marié,1,100,7874,2379,2312,1295,non,0,93,moyenne
48,JU,divorcé,1,100,8454,2090,2292,1400,oui,832,100,bonne
48,UR,divorcé,1,100,8876,2304,2515,1795,oui,1519,72,moyenne
35,BE,célibataire,0,100,8843,2916,2609,1262,non,0,100,moyenne
46,ZG,marié,0,50,3822,861,733,405,non,0,100,très_bonne
39,GR,célibataire,1,100,7921,2991,2735,1946,non,0,72,mauvaise
34,SG,célibataire,0,100,8021,2023,1806,1125,oui,1238,99,bonne
65,GL,célibataire,0,100,6434,3346,3170,2107,oui,1633,0,très_mauvaise
51,JU,marié,4,100,8759,1775,1792,909,non,0,100,très_bonne
33,AR,célibataire,0,100,7000,3412,2563,1986,oui,1886,0,très_mauvaise
52,ZG,marié,0,80,7762,4478,3712,2124,non,0,14,mauvaise
25,SG,célibataire,0,80,6686,2289,1746,1266,non,0,96,moyenne
41,VS,célibataire,0,100,6039,1757,1498,689,non,0,100,bonne
55,BE,divorcé,0,100,7455,1434,1332,938,non,0,100,très_bonne
34,OW,veuf,0,100,5761,2064,2095,1430,oui,1281,20,mauvaise
61,SZ,marié,2,100,8872,5905,4770,2009,non,0,14,très_mauvaise
53,SG,marié,2,50,3424,1193,891,650,non,0,83,moyenne
42,BE,marié,3,80,7764,3278,3065,1957,non,0,34,mauvaise
62,GR,marié,1,100,8731,3139,2878,1479,oui,1678,50,moyenne
63,FR,marié,2,100,6591,1188,1324,838,non,0,100,très_bonne
30,FR,célibataire,0,100,7435,2260,1824,1466,non,0,96,moyenne
64,OW,célibataire,0,100,6573,2162,1667,1343,oui,903,68,moyenne
36,BS,célibataire,0,100,8601,3918,3860,2102,non,0,34,mauvaise
38,SG,marié,0,100,6056,2323,2053,1186,non,0,76,mauvaise
34,BL,célibataire,0,50,4276,1486,1353,775,oui,778,54,moyenne
44,TG,marié,1,80,6835,1519,1257,587,oui,413,100,très_bonne
39,AI,marié,3,80,6800,2003,2195,1275,non,0,96,moyenne
55,FR,célibataire,0,50,4499,1331,1335,662,non,0,100,moyenne
31,TI,célibataire,1,80,6623,2364,2379,1369,oui,1123,25,moyenne
65,BE,marié,2,100,9827,2848,2525,1569,oui,971,100,bonne
34,BE,célibataire,0,50,4000,1183,968,676,non,0,100,bonne
34,VS,célibataire,0,80,6740,1365,1509,823,non,0,100,très_bonne
63,NW,marié,1,100,6986,1981,1737,1345,oui,1003,83,moyenne
52,OW,marié,1,80,5121,1872,1869,1150,non,0,60,mauvaise
54,ZH,divorcé,1,50,4214,3278,2178,1386,oui,1758,0,très_mauvaise
61,BS,marié,1,100,10393,4931,3436,1875,oui,2294,34,mauvaise
27,BL,divorcé,2,50,3489,2271,1800,1164,oui,1338,0,très_mauvaise
39,BS,célibataire,0,80,7715,3392,2781,1610,oui,1339,19,moyenne
45,AG,célibataire,0,50,4227,1726,1756,937,non,0,40,mauvaise
61,ZG,célibataire,1,100,8191,3491,2487,1536,non,0,70,moyenne
36,FR,célibataire,0,100,6799,2868,2129,1539,oui,1358,18,mauvaise
28,SG,marié,2,50,4026,1536,1460,888,oui,1052,5,mauvaise
33,GR,marié,0,100,6658,1817,1989,1131,oui,648,88,bonne
63,GL,divorcé,1,50,3427,959,975,481,oui,646,70,moyenne
52,NW,divorcé,1,100,6770,1607,1366,649,non,0,100,très_bonne
47,ZG,marié,1,100,8113,5772,3483,2366,oui,2029,0,très_mauvaise
64,FR,marié,1,50,4913,1339,1614,788,non,0,96,moyenne
46,BS,célibataire,0,100,10567,3266,2791,1700,oui,848,96,bonne
48,AR,marié,3,100,7893,2195,2151,1387,oui,1022,92,moyenne
50,AR,divorcé,1,100,8217,1601,1771,1104,non,0,100,très_bonne
54,UR,célibataire,0,100,8981,3624,2864,2384,oui,2368,7,mauvaise
57,UR,marié,2,100,9150,3703,3206,2147,oui,2140,18,mauvaise
40,VS,divorcé,0,100,8212,3339,4060,2352,oui,3072,0,très_mauvaise
46,ZH,célibataire,0,100,10582,5629,4293,2813,non,0,28,mauvaise
42,JU,veuf,0,100,7633,2133,1915,890,non,0,100,bonne
31,BS,célibataire,0,100,8323,3204,2805,1391,non,0,80,moyenne
50,GE,divorcé,1,100,8380,4486,3878,1979,oui,1923,0,mauvaise
32,BE,marié,2,100,8410,2582,2959,1521,oui,1388,55,moyenne
30,AR,célibataire,0,100,6090,1523,1582,814,non,0,100,bonne
54,SG,célibataire,1,50,4746,1386,1280,820,non,0,100,moyenne
63,NW,marié,0,50,4908,2098,2334,1071,oui,1710,0,très_mauvaise
47,OW,divorcé,1,100,8896,4539,3997,1812,oui,3249,0,très_mauvaise
56,BS,marié,2,100,9861,3309,3137,1471,non,0,100,moyenne
46,AG,divorcé,0,100,7515,2767,2117,1455,oui,1321,55,moyenne
33,ZH,marié,3,100,9085,2112,2034,1099,non,0,100,très_bonne
55,TI,célibataire,1,100,9123,1834,2361,999,non,0,100,très_bonne
31,JU,marié,2,80,5318,1206,1180,597,non,0,100,très_bonne
33,SH,célibataire,0,80,6303,1737,1997,1248,oui,833,76,moyenne
37,UR,marié,0,100,6936,3533,3291,1771,oui,1966,0,très_mauvaise
27,SZ,célibataire,0,100,7338,2994,2622,1717,oui,1865,0,mauvaise
59,ZH,célibataire,0,100,11485,4258,3613,1984,non,0,89,moyenne
57,ZH,marié,4,100,8597,2762,1884,1182,oui,403,100,très_bonne
45,TI,célibataire,0,100,5952,3573,2880,1397,oui,2289,0,très_mauvaise
55,OW,marié,2,100,8587,2860,2175,1596,non,0,100,moyenne
58,SZ,divorcé,2,100,7974,2634,2248,897,non,0,100,bonne
56,BE,célibataire,0,80,7714,2954,2471,1943,oui,1920,32,mauvaise
59,GE,marié,1,50,4183,2519,1874,994,oui,770,0,mauvaise
39,TI,marié,2,100,8169,3385,2954,1985,oui,1705,14,mauvaise
56,SZ,célibataire,0,80,6146,2401,2119,1641,oui,1607,13,mauvaise
30,JU,marié,1,100,7874,2560,2516,1237,non,0,93,moyenne
45,ZG,célibataire,1,50,4741,2710,2004,944,non,0,28,mauvaise
57,AG,célibataire,0,100,8361,3786,3322,2132,non,0,34,mauvaise
56,TI,célibataire,0,100,8136,5121,3892,2843,oui,2147,0,très_mauvaise
43,AR,marié,0,50,4044,1046,1108,711,non,0,100,moyenne
57,BL,marié,3,100,9115,3301,2354,1156,oui,1261,88,bonne
52,BS,célibataire,0,100,9678,3413,3091,1627,non,0,89,moyenne
55,SZ,célibataire,0,100,8471,3341,2711,1824,non,0,72,moyenne
45,BE,marié,1,50,4297,1684,1453,834,oui,708,51,moyenne
58,UR,divorcé,2,100,7491,2021,2437,1175,oui,1340,76,moyenne
39,GR,marié,2,100,8379,3205,3239,1879,non,0,64,mauvaise
38,TI,célibataire,0,100,7585,2773,2972,1898,non,0,54,mauvaise
43,FR,célibataire,0,100,6115,1319,1199,724,non,0,100,très_bonne
39,BL,divorcé,0,100,6888,2561,2247,1248,oui,1294,46,moyenne
30,BS,célibataire,0,80,5258,1704,1546,865,non,0,89,bonne
33,BE,célibataire,0,80,5183,1286,1001,597,non,0,100,très_bonne
61,JU,marié,4,100,6873,2231,1985,1174,oui,1328,64,moyenne
44,AR,marié,2,100,6546,2627,2269,1507,oui,1755,3,mauvaise
58,SH,marié,2,50,4584,1294,1176,684,oui,548,90,bonne
62,GE,célibataire,0,100,8445,3434,3251,1819,non,0,44,moyenne
50,FR,marié,3,100,9231,1679,1593,973,non,0,100,très_bonne
42,VD,marié,2,80,6048,1905,1914,731,non,0,96,bonne
52,GL,marié,1,80,6132,1790,1290,756,non,0,100,bonne
33,GE,célibataire,0,100,7319,3059,2612,1474,non,0,50,moyenne
56,AR,marié,3,50,4078,2190,1770,830,oui,1690,0,très_mauvaise
30,BL,marié,0,80,6610,2234,1635,869,non,0,100,bonne
38,GL,marié,1,50,2978,1564,1265,771,non,0,12,très_mauvaise
52,TI,marié,1,100,6130,3894,3214,2133,oui,2012,0,très_mauvaise
48,TI,célibataire,0,100,8129,2194,2044,1109,non,0,100,bonne
37,VD,célibataire,0,80,6430,2741,2326,1639,non,0,40,mauvaise
36,SH,célibataire,1,80,5657,1381,1474,758,non,0,100,bonne
43,ZH,marié,2,100,10041,5101,4713,2177,oui,2380,0,mauvaise
45,BL,marié,3,50,4576,1478,1408,694,oui,600,69,bonne
51,GL,marié,2,100,7014,2215,2101,1081,non,0,89,moyenne
43,GR,célibataire,0,100,6368,1622,1763,827,oui,1012,95,bonne
48,VD,divorcé,1,100,9828,2983,3136,1438,non,0,100,bonne
50,ZG,célibataire,1,80,7181,1904,1358,652,non,0,100,très_bonne
52,BL,marié,1,100,9536,6428,4419,2438,non,0,18,très_mauvaise
42,LU,célibataire,0,80,6580,1763,1731,1072,non,0,100,bonne
60,GR,marié,1,100,7744,1639,1894,948,non,0,100,très_bonne
53,FR,marié,2,100,8503,3384,3067,2064,oui,1827,24,mauvaise
41,SZ,divorcé,1,50,3902,1494,1636,764,oui,867,20,mauvaise
28,GE,célibataire,0,50,4155,1532,1478,498,non,0,75,bonne
53,OW,célibataire,0,100,8026,2493,2511,1679,oui,1596,50,moyenne
28,GL,marié,0,50,3252,1255,942,827,non,0,60,mauvaise
34,NE,marié,2,100,6133,2311,2169,1572,oui,1491,20,mauvaise
49,NW,divorcé,1,100,7483,3127,2522,1702,oui,1935,3,mauvaise
55,TI,célibataire,0,80,7028,2400,1759,1157,oui,1055,76,bonne
27,GR,marié,2,100,7958,1704,1865,991,oui,253,100,très_bonne
26,SH,célibataire,0,100,5697,1731,1546,768,oui,887,83,bonne
49,AR,marié,2,100,6718,2023,1750,1331,oui,1126,76,moyenne
30,FR,célibataire,0,80,5983,2134,1819,1069,oui,768,61,moyenne
50,JU,marié,2,100,8262,2280,2207,1164,non,0,100,moyenne
32,TI,marié,0,50,3821,1182,1058,786,non,0,75,moyenne
59,BS,célibataire,0,100,7838,1916,1562,704,non,0,100,très_bonne
51,NW,célibataire,0,80,7339,1728,1500,833,non,0,100,très_bonne
49,NW,marié,2,100,9494,5252,3594,2563,oui,3742,0,très_mauvaise
42,SO,célibataire,0,80,4952,1437,1127,576,non,0,100,bonne
25,BL,célibataire,0,100,8451,5318,3232,2016,oui,3377,0,très_mauvaise
63,AR,célibataire,1,100,8117,2103,1699,1297,non,0,100,bonne
27,GR,marié,0,100,6550,2360,2340,1335,oui,1379,20,mauvaise
28,NW,marié,1,100,5747,1807,1441,912,oui,739,76,bonne
65,OW,célibataire,0,100,8197,4464,3789,2147,oui,2618,0,très_mauvaise
61,VS,divorcé,0,100,8835,3140,2985,2125,oui,1939,32,mauvaise
39,SO,célibataire,0,100,8732,4328,4044,2292,oui,3359,0,très_mauvaise
32,GL,marié,1,100,7032,1095,1338,941,oui,498,100,très_bonne
62,TG,marié,0,50,3322,1600,1522,854,oui,1365,0,très_mauvaise
43,ZH,divorcé,1,100,10441,5706,3901,2686,oui,2515,8,mauvaise
50,GL,marié,0,100,7393,2042,2214,1460,oui,983,76,moyenne
63,GL,marié,0,100,8021,2569,2550,1140,oui,1559,75,moyenne
34,AG,célibataire,1,100,8366,2580,1932,922,non,0,100,bonne
62,LU,divorcé,0,100,9714,3401,2995,2718,oui,2394,36,mauvaise
38,SZ,célibataire,0,100,8440,3631,3512,1720,oui,1744,14,mauvaise
65,LU,marié,1,80,6967,2903,2167,1356,oui,1707,26,mauvaise
43,AR,célibataire,0,80,6148,2401,1953,1557,oui,1568,13,mauvaise
54,SH,divorcé,0,50,4155,1086,1102,667,oui,536,83,bonne
29,TI,marié,1,100,8186,2126,1546,1040,non,0,100,très_bonne
55,AR,célibataire,0,80,6923,1823,2207,1520,oui,1114,68,moyenne
31,NE,célibataire,0,100,6274,2634,1940,1484,oui,1254,18,mauvaise
43,SG,marié,0,50,4365,2410,1750,1126,oui,1247,0,très_mauvaise
55,GR,célibataire,0,80,5645,2016,1961,1407,oui,1413,13,mauvaise
63,BE,célibataire,0,100,9872,3954,3181,2485,oui,2047,26,mauvaise
48,BS,veuf,0,100,9164,3951,3281,1480,non,0,66,moyenne
58,AI,marié,1,80,6046,1403,1405,963,oui,667,93,bonne
47,UR,divorcé,0,100,8935,4201,3687,2765,non,0,24,très_mauvaise
64,GE,marié,2,50,6043,2969,2444,1284,non,0,30,moyenne
30,BE,marié,2,100,7744,2516,2625,1395,non,0,93,moyenne
62,SH,marié,1,50,3266,1352,1325,659,non,0,32,mauvaise
65,SO,célibataire,0,100,8685,1636,1851,1110,non,0,100,très_bonne
60,BL,marié,2,80,7576,2547,2072,1627,oui,1220,72,moyenne
51,GE,marié,2,100,7797,4690,3673,1554,non,0,22,mauvaise
35,NW,veuf,0,50,3442,1914,1324,932,oui,1252,0,très_mauvaise
29,FR,marié,3,100,5694,1834,1806,886,oui,1013,69,moyenne
41,NE,marié,0,80,5872,2425,2062,1302,oui,1400,10,mauvaise
31,ZH,marié,2,100,8648,2648,1990,983,non,0,100,très_bonne
51,TI,marié,2,100,6135,2591,2030,1524,non,0,48,mauvaise
39,GE,marié,2,100,8606,2725,1930,1078,non,0,100,très_bonne
37,UR,célibataire,0,100,7398,1733,1550,1091,oui,670,100,bonne
35,GR,célibataire,1,100,6210,3126,2480,2130,oui,1757,0,très_mauvaise
50,OW,marié,2,100,8521,1506,1861,921,non,0,100,très_bonne
46,BE,divorcé,1,100,7789,3035,3128,1794,oui,1652,24,mauvaise
52,LU,célibataire,1,100,8931,2796,2844,1395,non,0,93,moyenne
48,SH,divorcé,0,100,7489,1191,1577,858,non,0,100,très_bonne
53,GL,célibataire,0,80,7297,1821,2024,803,non,0,100,bonne
33,AI,marié,4,80,5666,1690,1825,1081,oui,854,76,moyenne
28,AG,célibataire,0,100,7728,2690,2548,1469,oui,1465,58,mauvaise
42,GR,célibataire,0,100,8471,2648,2698,1412,non,0,93,moyenne
40,OW,célibataire,0,100,6750,1939,1911,1119,oui,1046,76,moyenne
57,SH,marié,3,50,4308,806,975,556,non,0,100,très_bonne
53,LU,célibataire,0,100,7296,1803,1811,1202,non,0,100,bonne
63,AI,célibataire,0,100,9589,1641,1887,976,non,0,100,très_bonne
34,ZH,célibataire,0,80,7439,1691,1358,643,non,0,100,très_bonne
33,BS,célibataire,0,100,9011,3606,2775,1878,non,0,66,moyenne
55,SH,célibataire,0,100,9570,3103,3017,1970,non,0,89,moyenne
52,AG,marié,2,80,5945,2059,1731,941,oui,760,69,moyenne
27,VD,marié,1,100,8743,4349,4901,3013,oui,3289,0,très_mauvaise
38,AG,célibataire,0,100,7508,2296,2432,1320,non,0,93,moyenne
49,ZG,célibataire,0,80,8749,4329,3302,1569,non,0,52,moyenne
39,NW,marié,2,50,3542,1400,1080,989,oui,851,20,mauvaise
26,SH,célibataire,0,80,5025,1477,1331,736,non,0,100,bonne
48,SZ,marié,2,80,5826,3134,2667,1444,oui,1763,0,très_mauvaise
38,GR,célibataire,0,100,7214,2157,2326,1051,non,0,100,moyenne
31,ZG,célibataire,0,80,6533,2387,1825,907,non,0,95,bonne
60,TI,célibataire,0,100,8216,5028,4440,2414,oui,2477,0,très_mauvaise
48,NW,célibataire,0,80,6730,2001,1796,974,non,0,100,bonne
51,ZG,marié,4,100,9582,5270,3815,2097,oui,2491,0,mauvaise
61,UR,célibataire,0,80,5570,1329,1209,858,oui,472,100,bonne
62,GE,veuf,0,100,10461,7141,6372,3468,oui,2761,0,très_mauvaise
54,SG,célibataire,0,50,4142,1522,1309,843,oui,521,43,moyenne
51,BS,divorcé,0,80,8484,3107,2474,1293,oui,1309,65,moyenne
63,OW,célibataire,0,80,7400,2375,2746,1385,oui,1418,36,mauvaise
39,GR,célibataire,0,50,3715,1369,1229,776,non,0,60,moyenne
50,GL,marié,2,80,5071,1334,1364,846,non,0,100,bonne
25,TI,célibataire,0,100,7628,2572,2568,1294,oui,955,73,moyenne
28,AR,marié,0,80,6268,1632,2083,1133,oui,789,76,moyenne
53,LU,marié,1,100,6636,1587,1289,601,non,0,100,très_bonne
25,BE,marié,2,100,6512,2168,1839,744,non,0,96,bonne
46,NE,célibataire,0,100,7867,1778,1417,637,non,0,100,très_bonne
35,VS,marié,3,100,7285,2390,2100,1346,oui,1089,69,moyenne
34,ZG,marié,3,100,9939,5118,3852,1797,oui,1891,16,mauvaise
41,GL,marié,4,100,7231,2494,2268,1395,non,0,89,mauvaise
60,UR,célibataire,1,80,7630,3005,2859,1778,non,0,54,mauvaise
50,BE,divorcé,0,100,8475,3378,2911,1708,oui,2066,32,mauvaise
45,SH,divorcé,0,100,6500,1723,1607,1070,non,0,100,moyenne
37,BE,divorcé,0,80,4960,2063,1748,1346,non,0,40,mauvaise
33,BE,marié,2,100,7338,2918,2674,1365,oui,942,33,moyenne
35,VD,marié,0,50,4072,2061,1528,938,oui,1019,0,mauvaise
35,NW,célibataire,0,80,6026,1905,1604,1129,oui,1061,76,moyenne
30,BS,divorcé,0,100,8488,3075,2922,1707,non,0,72,moyenne
25,OW,divorcé,2,80,5309,1652,1499,887,non,0,89,moyenne
30,GR,célibataire,1,50,2810,825,769,613,oui,449,67,moyenne
37,UR,marié,2,80,5830,898,873,520,non,0,100,très_bonne
46,AG,divorcé,1,80,5228,1813,1369,1106,oui,705,68,moyenne
55,BL,célibataire,0,80,6251,2088,1546,704,non,0,100,bonne
46,TG,célibataire,0,80,6096,2065,2061,1075,oui,912,59,moyenne
61,TI,veuf,0,50,4638,2225,1683,1282,oui,851,10,mauvaise
51,VS,marié,0,80,5320,1047,966,685,non,0,100,très_bonne
38,GE,divorcé,1,80,5966,2056,1981,808,oui,518,83,bonne
29,BE,célibataire,0,100,6602,2613,1793,1215,oui,1269,53,moyenne
60,GL,célibataire,0,80,6374,2560,2052,1405,non,0,58,mauvaise
56,AG,marié,4,100,9900,3543,3442,2742,oui,2709,21,mauvaise
58,ZG,marié,2,100,10421,5441,4179,2406,oui,2616,0,mauvaise
31,JU,célibataire,0,100,5642,1746,1818,982,oui,992,69,moyenne
34,UR,divorcé,1,100,5843,1357,1117,699,non,0,100,très_bonne
41,AI,divorcé,2,80,5613,1134,1326,685,non,0,100,très_bonne
54,AG,célibataire,1,100,9852,3091,2200,1243,non,0,100,bonne
45,FR,célibataire,0,50,3029,950,969,649,oui,564,38,moyenne
37,OW,célibataire,0,80,5561,1782,1874,1246,oui,1518,21,mauvaise
25,AI,marié,4,80,5573,1463,1551,983,non,0,100,moyenne
25,FR,célibataire,0,100,6896,1855,1559,1081,non,0,100,bonne
57,BL,marié,1,100,7773,2987,2169,1447,oui,1010,72,moyenne
62,ZG,marié,0,100,10796,4166,4220,1642,oui,2030,36,moyenne
49,NW,divorcé,1,100,6476,2215,2060,1057,non,0,89,moyenne
50,UR,célibataire,0,100,8873,2457,2412,1053,non,0,100,bonne
37,AG,marié,2,50,4548,1160,1152,762,non,0,100,bonne
52,JU,marié,0,100,6128,1753,1431,687,non,0,100,bonne
57,UR,marié,2,100,8622,1708,1526,1082,non,0,100,très_bonne
61,AG,divorcé,0,100,7605,2450,1998,1228,oui,747,92,bonne
65,AG,marié,2,80,6425,2347,2166,1296,non,0,68,moyenne
54,BS,divorcé,2,100,8917,3035,3095,1844,non,0,80,moyenne
32,BL,célibataire,0,80,5592,2106,2079,1164,oui,846,25,moyenne
25,GE,marié,2,50,3428,1708,1278,672,oui,610,15,moyenne
36,UR,marié,1,100,6234,1469,1406,504,non,0,100,très_bonne
29,GE,veuf,0,80,6282,3611,2421,1302,oui,1362,0,mauvaise
48,FR,célibataire,0,50,4028,2260,1523,1336,oui,1450,0,très_mauvaise
30,TI,célibataire,0,100,7853,2272,2435,948,non,0,100,bonne
49,NW,marié,3,100,7809,3163,2616,2123,oui,1884,22,mauvaise
25,SZ,célibataire,0,50,3157,1580,1075,812,non,0,30,mauvaise
49,SG,marié,2,50,4748,1194,1126,563,non,0,100,très_bonne
